2012;1;10;3276
2012;2;10;3327
2012;3;10;3382
2012;4;10;3372
2012;5;10;3304
2012;6;10;3287
2012;7;10;3289
2012;8;10;3219
2012;9;10;3364
2012;10;10;3399
2012;11;10;3245
2012;12;10;3320
2012;13;10;3379
2012;14;10;3263
2012;15;10;3462
2012;16;10;3251
2012;17;10;3394
2012;18;10;3316
2012;19;10;3339
2012;20;10;3286
2012;21;10;3298
2012;22;10;3295
2012;23;10;3372
2012;24;10;3393
2012;25;10;3251
2012;26;10;3375
2012;27;10;3299
2012;28;10;15
2012;1;9;3258
2012;2;9;3304
2012;3;9;3379
2012;4;9;3426
2012;5;9;3402
2012;6;9;3324
2012;7;9;3228
2012;8;9;3278
2012;9;9;3437
2012;10;9;3411
2012;11;9;3330
2012;12;9;3251
2012;13;9;3263
2012;14;9;3261
2012;15;9;3385
2012;16;9;3339
2012;17;9;3400
2012;18;9;3365
2012;19;9;3259
2012;20;9;3445
2012;21;9;3399
2012;22;9;3340
2012;23;9;3261
2012;24;9;3343
2012;25;9;3306
2012;26;9;3347
2012;27;9;3360
2012;28;9;3346
2012;29;9;3335
2012;30;9;3269
2012;1;8;3293
2012;2;8;3298
2012;3;8;3445
2012;4;8;3295
2012;5;8;3269
2012;6;8;3290
2012;7;8;3352
2012;8;8;3336
2012;9;8;3368
2012;10;8;3319
2012;11;8;3306
2012;12;8;3326
2012;13;8;3253
2012;14;8;3246
2012;15;8;3342
2012;16;8;3456
2012;17;8;3334
2012;18;8;3448
2012;19;8;3288
2012;20;8;3283
2012;21;8;3385
2012;22;8;3333
2012;23;8;3359
2012;24;8;3250
2012;25;8;3346
2012;26;8;3261
2012;27;8;3361
2012;28;8;3298
2012;29;8;3316
2012;30;8;3350
2012;31;8;3168
